c1,c2,c3,c4
-2.74196506157937,-6.89047577905619,0.274955217151579,0.393438658066923
-1.52550756401816,-5.64667187448015,1.01383914117489,-2.12404767113781
-1.60936953630387,-9.63359030161176,1.22048519435091,-0.0713700363155513
-1.28026811534298,-4.99375862906978,0.685546319830007,-1.28741673388611
0.92663819618562,-5.90091515610913,1.86890937780381,0.162899567953138
-0.490884694187527,-5.35317502680881,2.61518142239088,-1.01226428994993
-1.03455638411745,-3.28728700568426,0.547156296328281,-1.17241104621104
-0.252910790943035,-6.19253002737473,0.583702227726923,0.361672679152427
-0.39716922123385,-6.35847711103421,-0.127456682042722,0.601768998288034
-0.933063622536065,-5.31396188878989,0.362028736379221,-0.406628926470346
-0.0135396314758194,-7.50740808038746,0.721620719865252,-0.718129525077323
-0.00346108073057804,-3.72561419391042,1.43807421421962,0.0162151042229183
-2.83259372185093,-3.17576545322725,-0.551348774711272,-0.348781760992047
-0.567884685629,-6.07481450644446,0.387756821854032,0.466779159866565
0.138708351923613,-9.50954528963463,0.200103649423849,-2.32664426135868
-0.943635116244504,-6.46996659097382,-0.565819548206601,0.10075285211532
-3.16147312389054,-7.57632856097291,-0.741891286372496,1.23607705628387
2.1702255720959,-4.44299869251454,1.53341259855018,-0.0859213577271539
-0.574651743203134,-4.34346484250891,0.94791232122084,-1.03356746725504
-1.64696755147474,-2.6056346421386,0.891561648880804,-1.07364088925775
-1.37010422173992,-5.51948231452221,1.65985651436686,-0.488316465337149
-1.47559629244195,-7.26636554224061,-0.922988397280752,1.5886301793452
-0.755726135823892,-5.10967561866499,1.413977643501,-0.774002684856623
-3.46352655500882,-5.14111077345456,1.28147531592631,-1.57827160150609
-1.40981010775311,-5.62898589251191,0.133055055111175,0.298781494859637
1.12376780211589,-4.27168797728706,0.124218254311399,0.398452336144967
-2.86160815645165,-1.9873476973193,-1.12861609459559,0.38182440204148
-0.145263356762365,-4.05258650047023,-0.337344860318684,0.523384654185918
0.521410640110103,-1.33294911131719,-0.324017062478614,-2.25633344660121
1.00726788065737,-4.50273852112511,1.74542633625174,-2.74568388788854
0.227824249201073,-5.692631322028,-0.798588013292392,-0.266832943708871
-3.40146647103773,-5.1262971910543,0.363085118509917,0.0493449444315484
-2.00064432913693,-1.46044987400693,0.0167230664365722,1.70579845327029
-1.87626602961568,-6.59295873535213,-0.966181054831109,0.471122927959024
-3.14864240318107,-4.91102520812851,-1.12905828579533,-0.640665606584759
-2.22002804518194,-4.465758668167,1.2023500773848,1.17303265116279
0.438542989141248,-5.01518270880325,-0.0210679132324564,0.154685661871925
-3.08510189040334,-3.92922107602249,0.297589656060069,0.123025596037784
-1.31826311625869,-1.22919440494083,0.786927185444515,-0.40923666312326
-1.27301025977946,-3.74676517634008,0.00156454678839082,-2.34133980306566
1.31962813972358,-6.43965960048897,0.177733864978157,-0.45840755779837
-0.262665277013559,-3.80313133016978,2.63506900791355,-0.707441069339663
-0.935728581135706,-5.38161110714574,-0.326641971078342,1.09043255714721
-2.45807474071286,-5.73825419264664,-0.255459147940263,0.164913981645829
-0.00249159304402605,-2.96083655519099,-1.67608115305405,-0.112190574654573
-0.182929521987085,-5.4731103583858,-0.249505990694826,0.444138133596613
-0.842424512313839,-7.74218913007187,1.81981443305186,-0.117984713935805
-1.1226400672736,-5.83455673111971,1.10712329789472,-0.186165212398571
-2.28306177779677,-7.0919719074686,-3.07660910678877,0.329167443308736
-1.31506179497813,-7.33297328723153,-1.19001602429093,0.226052614962759
