c1,c2,c3,c4,c5,c6,c7,c8
-2.54912737568184,-7.02500900716081,-0.65358195239411,0.13138530180197,4.21386507872603,0.713127213723675,2.45715518906214,0.0752183163542685
-2.55782419544843,-6.74437695777681,0.454868378732676,0.319226128396218,5.2742117675074,2.0395861317884,3.67628335703754,-2.26469029902963
-0.830848426600201,-4.22443426121372,1.50142772259287,-0.586220241668826,5.58617322695011,0.0199053968645742,5.53368519287002,0.867399724581343
1.57251781836135,-4.04496206909854,0.650835670186564,0.542614763513271,5.67289462676418,-2.19942375206708,2.79796295585458,-1.61755768897912
-0.679300470106516,-4.97706684616681,1.28302299533519,0.239863909562387,4.23670403213487,3.10358026892435,4.88803615616186,0.0608548465487696
-2.35250327706667,-4.13683613880271,-2.80265796637268,1.18711034449329,4.50328135134836,2.46833386348624,3.97034616624438,-2.05699914655425
0.230965970892119,-5.16440652180171,1.74796226821517,-0.566429241956046,6.02641967986483,0.750317223716907,3.70568812408231,-2.48041138617801
-0.778196972801142,-6.16047487034711,-1.17759853522815,1.33602891016155,4.61277525261846,-0.475861385381481,3.55414131819163,0.770352834652469
-2.6246381280931,-4.85314897748811,0.37711840523521,2.69614781389213,7.01237942185727,1.49593667136901,3.9316452826146,-3.89394486697326
-2.87276536693156,-5.12413258632811,-1.19877158156313,-1.26526283621396,4.54452295720486,0.956011202762024,2.40150834154839,-0.679613088081743
-0.143522599069336,-1.62858513690853,-0.425018269146405,-0.575057667996681,4.04066238261094,0.0554773342245261,2.26206074254983,-1.87455752088747
-1.00016550708729,-7.01504992101361,0.284897443904752,2.38420775725031,5.92706325130945,-0.815867602212523,2.01886705113001,-0.275644962496331
-1.18150590628907,-5.89329067726127,0.883983969500839,-0.0580049940458901,5.54059390381497,1.62744713768715,1.34075725471452,0.607015856984152
-1.63337599240914,-4.07670019416613,0.639698288666404,-0.759234700249631,7.01688958549082,2.92884264286531,0.169955245870034,-1.14814190443975
-2.6108607946313,-5.56857680881441,0.818368271926263,2.49566102238695,4.91575113056549,-0.465233250679654,2.26118456156538,-0.969032326455043
1.23168616892347,-5.2514386948948,-0.388249030103355,0.0638534426707641,5.49784673061367,1.30191029314048,4.65620091535793,-2.53444923953123
0.300042255212751,-5.42892487604156,-1.21255036535955,-0.537731500623231,5.47273276658087,1.47973772765727,1.98497592131638,-3.18798988128882
1.07069918047565,-3.34713881667504,-1.08312442010017,0.642196042864534,6.12835418920068,0.508269774002928,5.76302969402558,-1.52629756534886
-1.56359517464023,-6.65045727774243,1.0241076921912,-0.400429424425616,3.61339476229759,0.459383455196997,0.0256636391554153,-2.38116443390987
-0.983096860514118,-3.34037320140413,0.625816012173409,-1.30825539739965,6.18322935548382,1.30095408277503,4.22968745207732,0.340017863860587
-1.01572509119182,-2.54721290376088,1.76946141258102,-0.514923578990879,4.19625003577585,-1.40382402674526,3.37455374068344,-2.52917432707201
-1.75755439317344,-6.9019178226174,0.336972729549341,-1.55121517619209,2.85957229354825,-0.607152410155561,2.2015873908757,-1.39306909945432
-0.238707517457951,-8.8070141083566,1.03304446339536,0.118656135440054,6.57632458598194,2.21270519240923,2.76298422244249,0.453355442341584
-0.055223759305508,-5.64635346246317,-0.778713791963759,1.24771698943248,5.55459248350952,2.65149841934754,3.05251679024682,0.112144263519565
-0.811196576707591,-2.44134441167041,-0.204024923817651,0.165712239829029,5.34802127416032,1.48326143532349,1.64402356634629,-0.928949850491244
-1.40618936376688,-6.45878424511252,0.197334471161286,-0.42784455065689,4.97999334207326,1.5321159791834,3.16392621614018,-2.49528500780322
-4.49307032294639,-6.21518115456747,-3.34351084233669,-0.170936873474167,4.80111381292336,2.0490103405241,2.77330123677637,-0.915837932474733
-2.72138508042869,-5.17703321955153,1.54910246864379,1.12329102805165,4.80976482693606,0.344066739998302,3.60626331189688,0.54109138021041
-2.85344152297132,-3.70427694077889,-0.232927607748054,-0.808392713914947,3.33829095903499,-0.653980428746045,3.82104426027173,-2.18338351780553
-0.909746200934053,-6.28675703857901,2.75757698745649,-1.36162919871454,4.05428790833535,0.830868384960751,2.21251459835334,-1.52344195376248
-1.48426317966383,-8.77493707248593,1.41594652451529,-0.421072510006799,5.26135265884057,2.48470300897299,1.50622311335803,-1.38035414217039
-0.521252165247847,-4.94814540857687,0.466931084056262,-2.92542558064094,7.54357127918723,-0.0704386321272452,2.7328045949429,-3.20693817547164
-2.30726348651037,-4.67852526644931,-0.856358224984202,0.528275057541535,5.48731096829258,0.611130196674139,4.58518966087191,-1.36545683233108
0.349599888823742,-5.06092241924754,1.8674333296225,-0.6694752459569,3.4183814345235,0.463267168186987,6.24374697769196,0.200741554203323
-2.01374259963484,-2.89364097039882,1.51712306807061,-0.129526074783433,5.14390485809908,2.86670708879552,2.25557975937272,-1.86505080838979
-1.05814353387199,-6.58173482535967,0.523720618624851,-3.19156264068531,4.53883027717922,2.07527138123001,4.10439750321665,-0.76997410973212
-0.319940518407197,-6.12148039215912,1.6741551346845,-1.34314219515112,4.0202818483537,1.05045810966706,2.54317532043617,-1.34260002271434
-0.96232037196367,-3.41856387547041,0.770315244870852,-1.45033274731993,6.75979076110683,1.03277536771249,0.825837844782586,-0.908880689416184
-2.01291713916032,-4.13218700835732,-1.55072235362979,-0.341889887751072,5.07429775322726,3.24512247279913,4.32210220821053,-1.94891334000864
0.873520401784657,-3.75400355409724,1.62613384186382,1.57726353428988,3.4732370757091,-1.33985702959867,1.29127903034342,-0.784132599673045
-0.236775842502345,-8.58989606146578,1.26644793609987,1.22311171567067,5.43230553338301,0.949452650924079,3.98233701031672,1.50638062445741
-2.03828015421427,-6.91119195288601,-0.152072436903685,0.200633043964594,5.7953258545388,0.946429119834765,4.91857271148201,-1.25519009735244
1.55805854063705,-2.86782219112262,-0.022431598432956,-0.160210817491275,8.01930575604009,3.76335604811622,3.77261536736164,-1.83085676437809
-2.19312301888462,-4.34854253076743,1.39113176150455,0.900856290824585,3.54294935461006,-1.79575002821218,2.90583577868973,-1.61339184117384
-2.87899383822911,-3.78359303557104,3.32580955442432,-0.0284992509356037,3.85609063413953,4.99071918931539,3.09000082196765,-2.69922502494993
-0.899829712530401,-5.21679903895499,-0.647363383496143,-0.466308404695474,2.92470211136196,-0.360444015712518,1.72156835682408,-1.37687738533133
