mu1,mu2,mu3,tau1,tau2,tau3
0.288581215807238,0.988406963510313,-0.440458229643807,2.06447334044738,9.06074723002394,4.44444018287764
-0.514125586926846,1.06414202319347,-0.186708290966386,2.41526716062739,6.93320800423197,2.40355813237994
0.528958818564274,1.75568985174733,0.684287007442034,2.41033038470654,5.39512610336939,1.80357018417832
0.260284129441424,1.95572875134816,-0.723534331607377,3.74360325693491,5.67626037073959,0.911968384702052
-0.0853620869286829,1.65177936360866,-0.0251580820601639,1.44994817388083,6.52382862725848,4.57394426072831
0.93903021872988,1.7686020324704,-0.109212305582299,1.37229116599053,8.07291785486996,2.2694114244503
-0.996842384835785,2.09949473931267,0.588102094914012,2.46093111325829,3.7217595171704,2.001660409751
-0.504036488229191,1.47843087733846,0.173476938808112,2.48989327251343,6.47326312067175,2.07915747817162
-0.0719564208393581,2.56318202510939,-0.0210997398231038,3.52273261814202,5.10261171975341,3.4586280365458
-0.74919530450078,1.65511178931665,0.178006511073129,3.61825864246667,5.56586691365105,1.94749178968115
-0.385994950612589,1.44939295605419,0.379659008125202,2.82708999739394,5.54501746250771,3.06003387499906
0.0363072085053704,1.25610338745706,-0.351750908340859,4.19251732750071,5.84234156925024,2.61365490558176
0.206734760720505,1.97556411712841,-0.162812855946374,2.59377318055637,4.99723699997131,3.49056014895964
0.00467877807461972,1.14463171443573,0.406585721100338,3.2009997543271,6.14423762984192,2.15062987215761
0.585982059841242,1.85472608148112,-0.53363513169318,2.89217291706282,4.85814912365894,2.11886587102042
-0.889083901475958,2.17050258806124,-0.350902649969956,2.0751182530484,5.8768535955217,2.03599159951298
0.0122021490944059,0.714481711320163,0.704804659072171,5.0700631080228,4.57509827364811,2.23531305245305
-0.0940946064599179,1.58962625631755,-0.626020335895162,1.59384144817747,4.86489734144581,2.91426346895479
0.191107494749498,0.962814483136322,-0.0017018980037372,1.88879295076216,5.26754143036799,4.78678081064828
-0.692455021189232,1.64547018279612,-0.832211725565631,4.80823701107346,4.44096084934767,3.40854555490036
0.0441468377017337,1.33052506522535,-0.663231272212419,2.40839753645443,3.64930891265776,2.68368726954153
-0.990126647894167,0.667120070943957,0.300152973724121,1.68773166733496,3.88010565515196,2.24957664266653
-0.15267630363846,1.25474585883783,0.29524987893304,2.72827972545769,12.4613789118464,3.89350405536594
-0.144295067022895,1.82272269123925,0.490113178005268,2.73532766141477,10.757436955323,3.27106316873893
-0.700340937145887,2.40809749739494,-0.804528618522146,2.07180590595171,4.30050920263396,1.33328008677503
-0.980259027316915,1.4106103380784,-0.307096366137159,2.41584302354385,5.32054847190208,3.49720702436451
-1.25748356311044,1.80124824184914,-0.109566854579681,1.3614560294256,2.99132995116157,2.09939555587085
-0.00769637666132918,1.58245406402346,0.988657527746293,4.73550785172301,3.85009886539819,4.19426577375158
-0.720705100971407,1.73660845499286,-0.297234239848433,1.98674354572531,3.03166073461436,1.64371167356801
-0.183525896953199,0.783545386075417,1.12544990756946,3.25101744348856,10.1738321831915,4.92509770528393
0.488905229628276,1.5141206057583,-0.644784909559261,3.58782657421587,6.84278395507908,2.73431010976815
-0.196149632277336,1.058565097797,0.292509774288733,2.47749281968986,8.06064219957558,4.82076212244541
0.959606129807347,0.788662232071324,-0.100739445339258,2.69782375329132,4.30283540226263,2.0605671589491
-0.746101243695094,0.317859385104289,-0.365705540057431,1.74584476587901,5.97218091946919,3.06725847748311
-0.140179506920189,1.19510884683438,-0.0713724291333644,3.45966437198571,5.36082821983604,5.09980178457195
-0.478714573886126,2.13258294688939,-1.15129025576095,3.36926739724375,3.37985444406917,3.018296952014
0.0929398330997006,1.67745712958693,-0.034497936207236,2.14827585062146,5.26452905224615,4.07676832366437
0.364628119150371,1.65704386224298,-0.261038835003265,2.46725502049432,5.69353541622031,2.65408358293088
0.35201827435438,2.66577868272929,-0.868845477184766,3.97821453513495,4.62503429018745,4.73206817879383
1.17436310292442,1.29658367863357,-0.677953357930814,2.10186808931961,4.75105455769868,3.12569645921026
-0.192889912977913,0.933661402075197,1.12074846675315,2.40137430721571,8.46991310642081,0.720775276576935
1.36301644361746,1.43145279252958,-0.931795850104675,1.59962797812814,9.04407700443258,1.98919871356359
-1.07590266722561,1.40405342109096,0.0462818029178534,2.82493359549047,4.96941803802466,2.31156938898572
-0.027293517694343,1.34684694711217,0.447731372428042,3.43236169443103,3.98719469254915,3.98403278948691
1.17404483163548,1.52496395905904,0.362860674089861,1.65903824073065,11.0451238964891,2.44356933225196
-0.350392704915203,1.07870850916511,-0.0212139214076049,1.67982286458666,2.42299999683278,2.86740689242125
0.242748344187181,2.12185661138266,1.00548808970938,4.14659121986314,4.42353611306775,2.21673375037693
0.517565008111726,1.30631398904026,-0.591477350218256,3.78829119960949,1.98898412543808,4.90290919434883
0.181068520966036,1.57657610468514,-0.431654594469358,3.01718333977034,8.42116564009975,3.81958564174205
-0.11126012314824,1.01202557256614,-0.352331733311454,3.29502826929946,5.63163415362506,2.83028222247884
-0.096579453377854,2.09229815545989,0.0111125170224646,3.72164830911804,5.59167337548921,2.76720172615565
0.843945982835438,1.77988403382902,0.288340253312344,3.04997055661044,5.855520352138,1.73648624749462
-0.0978792847008529,0.769030040970289,-0.119657480955305,2.52857020967439,6.8914414852876,2.66281948032315
0.266257534719753,0.877319309606303,0.0597321654981271,0.550246704110697,6.84888166221755,4.10622722560623
0.257471819496719,1.10023969150518,-0.0655646355732079,1.16509639871014,4.23921983201491,1.10243809197397
-0.131604497675359,2.08934132522276,0.606351107162568,1.55122396932503,8.95452906077235,1.58172103331353
0.267536483258735,1.98653138373242,1.42180118252243,4.2076783451559,3.54796554887253,3.50426432628963
-0.0432823786364101,0.998643275228551,-0.294415454179192,2.54269143106267,3.76213661924275,3.44664641708171
0.809715672625846,1.19662706158018,-0.2570783074099,5.48091929276884,3.95072739696547,2.31168668249965
0.916022864008247,1.76079660818907,0.0878446651521427,2.28359150337266,4.84790535403703,2.41421559851129
0.676813306979196,2.03107010755366,0.13101285430012,3.92648712994529,2.08743178564181,2.1864850514977
-0.0315622438989612,0.751971173352214,0.44947574123316,4.25004454205306,5.53256390690184,1.60662657927796
-0.305664459252048,0.16806707168136,0.489651394736982,4.96560198285557,2.33040850412898,1.04673869693933
0.798761051958876,1.48976524373588,-0.561361043798417,1.24710815855943,6.31277693424476,1.33109855874122
0.418145134966536,1.71682433075175,-0.207619876600507,3.56014615837267,4.52962475109931,4.45192101852754
0.384485955286918,1.14089891742722,-1.85346640398239,3.58991912479384,6.06937281199888,0.688957591174456
-1.62743922009315,1.07682098777633,0.291433438761088,1.66170128167306,5.63290318474301,3.3797207222157
0.00326034339206226,1.69067762684462,-0.377721640965498,2.2444222546019,2.14650250388913,3.49261057955857
-0.43249621689599,0.975296064516596,-0.0537169111450409,3.5357160809686,9.51916778505647,4.16716172748756
0.632168105930189,1.28949779255111,-0.743589664869264,3.29128654309535,9.12465791053018,1.42113469476051
0.225854455376959,1.54788074798871,0.861845109661192,7.5394427243725,4.35347239385907,4.39942530522857
-0.227884696763937,1.47853790375517,-0.349644464819846,1.27040666746095,6.77323369287234,1.61985796159326
-0.342556695118473,1.22380794826218,0.379911763220547,2.83233192831738,5.14324353041051,1.60520310233374
0.706019711408999,0.562736441664506,-0.124252771333178,5.09712455833085,2.1450377318006,4.03566435858677
0.34778120493015,1.28975832315958,0.267598991169252,4.27757892245655,8.27292454375247,4.05785250551683
-0.628428026976719,1.11210684118347,0.00268292931565273,2.66064567403812,6.41237655057168,2.3375652146083
0.836854297150627,1.0773032221936,-0.145403576081778,2.48309340241083,5.38863236573502,2.85355619282732
-0.388807596254796,2.0604531938035,-0.456375340718961,1.35012042869719,8.58385816056527,2.84365634979806
-0.173894458944874,1.35987696874443,0.189787183784861,3.11722574187744,8.91665340435284,3.50150285922593
-0.0357810730135125,1.20257267611524,0.252924283203791,3.38506783495367,5.54372478071238,4.51330692105452
-1.26967595286448,1.37214292924627,1.08834952530771,0.774162048261415,9.54405258054946,2.02782995419164
0.454891944198788,1.79155408419361,0.500667991746581,1.94725371428264,6.69600639490911,2.77207088651381
0.548385755866938,1.41728026543434,-0.0993157173479331,3.9990423611607,8.95294883924501,2.59221050761113
0.560657673289584,1.29178643771867,0.433184052143977,2.065159760036,5.04350800738914,3.83598762573209
-0.9776627650674,1.05757198775569,-0.579781803583417,4.02880457534506,6.93278391561144,5.63683592385728
0.284290741387967,1.78005322196318,-0.0643449146798377,2.95013672186376,9.84404693281225,5.06941311438332
-0.220007751835582,1.3864802508395,-0.675480608727126,3.32740994755944,6.41773868922912,1.92999896253594
0.965820988386453,1.90451743618234,-1.23219097328643,3.09766366819009,2.53607955708001,1.87623161032623
0.569588308250778,1.67835800218124,0.312486490290238,3.56186291144655,6.6028698216047,4.08510796936729
0.113119835358601,1.59940732201802,-0.221805014400405,2.11146046908793,11.1961676730527,3.0161148411608
-1.54010599139423,1.39608196087338,-0.166284458783814,1.35437962078058,5.69574164714038,2.21186528557676
0.439802837998525,0.970821215060757,0.313129374960159,2.45854821763223,4.32678341479678,5.20676790056364
-0.325374459066994,1.1892485233539,0.0171244884526157,2.46858138742219,5.53656015359996,1.33041533542074
-0.88358168112086,1.75427234123491,-1.33456887935891,1.21489118837128,4.83686116213731,3.32256594584272
0.82969861435811,1.47648420805078,0.0182936643712444,2.3652372816174,4.0992027709643,2.70747978522003
0.426378342137619,1.51670055389639,-0.115947006850337,2.74580336357667,5.64380079131782,1.86913777917482
-0.088438810205304,1.01683488277115,-0.336548219204214,2.56302709529904,6.76021146247564,1.62513023804693
-0.00558089980813017,1.66563756216818,0.869019756807773,3.37894971546859,2.63011525561173,2.38486839702221
-0.489962246357978,1.62667094701853,-0.64103564413839,2.10823534561655,8.62040082971153,2.16637045497335
0.847814674432932,0.763474059983317,-0.370894547305141,2.43768549103209,6.00574184658126,1.7033919471137
1.01945182671946,1.01156867884342,0.610088692277208,2.32978127535429,4.54071850675796,2.32656072215357
0.0889330908891464,0.349921783284886,0.318619513936568,2.66224331510475,4.50969623754506,3.31732764104708
-0.164421143668229,1.90419918477935,-0.916008187524432,3.5717531943917,4.80904488334873,3.21274344869347
-0.219634519654937,1.3148589712126,0.277076805429041,1.71296354568772,2.50788395910212,2.87096835363801
0.688333974314192,1.33167777502546,-0.0310752794474497,2.0279240419994,3.00374934427839,3.85497395209224
-0.294222491409681,1.27070502516218,0.410180797146853,4.80854110173619,4.09416110647289,1.91248437472922
-0.252954658732609,1.3241225215073,0.510063036250385,1.96714398568175,7.7122699485772,3.36958742048518
0.72120441400624,1.43009637548227,0.937463317202158,1.64530468768176,8.07328171481749,1.62449713347053
-0.535663898863352,1.62548745117983,0.217907582613937,3.36177324307252,6.78647114576691,4.2235253294609
-0.142046368942076,1.7226663773327,0.208421765480764,4.31318991639399,5.29413814849811,1.84777382328037
-0.37006058484738,1.49603835108927,0.397941166903337,3.21940171044276,8.1088829934537,2.42489744068229
-0.474270116566124,0.986706581667129,-0.486213015658524,1.45281099238744,8.20484564562394,5.21530241768365
0.53130143663217,2.10114503166672,-0.089846546155331,3.05640455196503,5.55488437322463,0.487326574703776
0.524223623069841,1.87062932187351,-1.12257355686521,1.72006123010001,3.96751516908832,2.31570658305287
0.196074573071008,1.4616121680879,0.440814140892565,4.12280716686673,8.44964573332131,2.34992095329796
0.21284757909022,1.44998372933443,0.0832050934687825,1.90302279189382,9.20385297215601,3.92732095132425
-0.724550229428822,0.57576510406397,1.86270388464953,3.86280066133321,3.26232460353414,0.548263849994247
0.396043569331374,2.08093819988413,-0.251160627258454,1.77731112746051,4.18363531655781,3.38414673031429
-1.15603508753643,1.40249177365943,1.65132041443042,4.39781435918406,5.82603774950948,1.43716559073958
0.0417517799346399,1.55323284520214,0.107082176475453,3.76368460744475,11.9036052695707,2.41054495900562
-0.508949307125013,1.47640762756695,-0.109378107014981,1.4627483564094,6.90795783520908,3.10097315443458
0.992422844393751,1.62612799151394,-0.730664148722709,5.07779885347694,5.74318734053491,2.03573869242954
0.852626763605545,2.10780974980212,0.961671311096497,1.7176138433861,6.2866164946871,3.97800942588631
-0.909681815999935,1.76031979152282,-1.19469130515594,2.98973756660769,3.69259510950281,0.934526003593136
-0.716478470602187,1.31767334587977,-0.227928518529761,1.77210505851802,4.76513853015753,1.86435865892106
0.937957504283749,1.80430377698335,-1.13724391735337,3.76272190312437,8.05663974442612,1.89723911255262
-1.06043274183271,2.33367765706581,-0.11259950993013,3.38763755688804,7.25395988824731,2.77988966171184
-0.669642027815188,0.644164744882415,-0.0959950145143189,1.35232544616514,4.37880519884509,3.04548148995195
0.207208063658598,1.38808197865622,-0.185291549353382,3.70109839095977,5.4601490293299,2.6772138607229
-0.197939455130296,2.22927244316649,-0.477365308740509,1.95707678033879,3.65513644971663,1.90525506268657
-0.0129734997862399,1.10758698361711,-0.338098352211735,3.57907927856104,5.46895655596676,3.06469607053466
-0.222792021445656,1.19768407814845,-1.29803855000612,2.33217656218557,6.13760566773856,1.59461278061727
