c1,c2,c3,c4,c5,c6,c7,c8,id,gibbs_cycle
-0.347211418604648,-4.55032194849906,1.56196533390591,0.198855307507401,3.88894108046478,0.353833559067625,2.7097804392576,-2.18038486958274,1,1
0.243057832393205,-3.79893944060571,0.855755402111225,-0.0551492673660401,5.06853265808722,0.568571122741777,1.40744500604684,-2.60962410950988,1,2
0.56446345340864,-3.34452597648095,-1.13587661312209,0.297350180411173,5.77176606691769,1.98120438160214,2.99001928103968,-2.83120426253368,1,3
-0.0111206166806862,-2.88975808292747,-0.480484571812815,-0.356980656620835,4.7219962402264,2.01209291616405,1.27248142540392,-2.55699613328736,1,4
-0.541565647065825,-3.48049728732328,1.17151894357667,-0.337804614705501,2.88191478076236,1.57530603055431,1.96430337707791,-3.54699691174792,1,5
-0.541565647065825,-3.48049728732328,1.17151894357667,-0.337804614705501,2.88191478076236,1.57530603055431,1.96430337707791,-3.54699691174792,1,6
0.0147440009892133,-4.40311342624621,1.37306257259019,-0.515196889814785,4.0083532455195,1.14027826823877,1.57433567503915,-2.79346707787711,1,7
-0.659746048306715,-2.78331279533968,0.0971606399183115,-0.663134804717925,4.25352713154012,1.68996316662788,0.871584139128914,-2.74298718171424,1,8
-0.659746048306715,-2.78331279533968,0.0971606399183115,-0.663134804717925,4.25352713154012,1.68996316662788,0.871584139128914,-2.74298718171424,1,9
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,10
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,11
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,12
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,13
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,14
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,15
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,16
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,17
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,18
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,19
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,20
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,21
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,22
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,23
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,24
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,25
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,26
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,27
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,28
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,29
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,30
-0.575534854087479,-3.08798248490678,1.14420259303654,-0.82462090186053,4.05918834485858,0.715100313237983,0.982797286049987,-2.8689936885527,1,31
-0.410846256992736,-3.16811069413333,1.14835608311218,-0.822571850729992,4.66661569749494,0.278670078478142,0.681248796529874,-2.98062487964428,1,32
-0.410846256992736,-3.16811069413333,1.14835608311218,-0.822571850729992,4.66661569749494,0.278670078478142,0.681248796529874,-2.98062487964428,1,33
-0.410846256992736,-3.16811069413333,1.14835608311218,-0.822571850729992,4.66661569749494,0.278670078478142,0.681248796529874,-2.98062487964428,1,34
-0.410846256992736,-3.16811069413333,1.14835608311218,-0.822571850729992,4.66661569749494,0.278670078478142,0.681248796529874,-2.98062487964428,1,35
-0.410846256992736,-3.16811069413333,1.14835608311218,-0.822571850729992,4.66661569749494,0.278670078478142,0.681248796529874,-2.98062487964428,1,36
-0.410846256992736,-3.16811069413333,1.14835608311218,-0.822571850729992,4.66661569749494,0.278670078478142,0.681248796529874,-2.98062487964428,1,37
-0.391579852944882,-3.65347993268132,0.230441374473824,-0.732868222475509,4.72323893265747,1.12236264122751,0.833405774105518,-3.44826309856492,1,38
-0.391579852944882,-3.65347993268132,0.230441374473824,-0.732868222475509,4.72323893265747,1.12236264122751,0.833405774105518,-3.44826309856492,1,39
