c1,c2,c3,c4,c5,c6,c7,c8,id,gibbs_cycle
-0.396350619711459,-3.50990639838011,1.1652727165894,-0.172930883278252,4.08215197177242,1.88754284365813,1.21462116232415,0.0848239123320451,1,1
-1.25507882130887,-1.04959152552892,0.837634943533719,-0.515214857688141,5.16688003172977,0.855856810192879,1.40485650106578,-0.874912122408795,1,2
-0.306054940124455,-3.64638478134681,-0.323519500306347,-1.23654579683576,4.10039509206463,2.63188817372439,0.577112944031891,-0.442292956073871,1,3
-0.462718638048368,-5.54684953944363,0.591536133172854,-0.3214287986135,4.71962875656942,1.10638301522195,1.26000116821538,-2.24039254159992,1,4
-0.011424505098545,-4.77949470616398,0.593153110846,-0.458245121390628,5.92294353316986,0.603829409911393,1.44669751214781,-1.82906202224371,1,5
-0.949628846390606,-1.74729798907146,-0.647428924419892,0.119679451164507,6.32456229869239,0.600944932538606,2.86611139780392,-1.06536679319742,1,6
-0.405195823481591,-3.35198214009134,0.648788789519193,-0.49284543610662,5.02469897017392,1.3219049244706,1.75540035431901,-2.25333293768367,1,7
-1.72767736211527,-0.920279554658634,1.40552446408725,-0.159249228211038,4.84303383509075,0.471392199179091,1.25742199297405,-1.92870345203765,1,8
0.501560318989586,-4.218953039303,-1.21272357599626,-0.983243649920204,6.05969702214455,2.77932766208525,2.56539121728631,-0.308275926673379,1,9
-1.18716999521433,-5.47662064244329,0.338780881004596,-0.101726182103672,3.69395831941809,1.31951093096916,2.0221984626066,-1.13572907817834,1,10
1.56294180434577,-6.77324579249775,1.88826223320344,-0.937633082026488,5.3610879027826,0.706947554734646,0.501393439034232,-0.874670215900493,1,11
0.502003535703249,-2.66490763919111,0.534855267726073,-0.0975933263661242,5.25313405897014,1.79341957787736,1.68278858167461,-1.64963796940465,1,12
0.10159210266828,-5.63355333101049,1.80064081724734,-0.688195978112024,6.40838218013572,-0.791809771101218,0.717509231924704,-0.469384654376283,1,13
-0.150390179463822,-1.44493722531802,2.22819628089407,-1.70602610568009,5.10180825529436,-0.216228249248295,-0.264794393054705,-2.56152104673847,1,14
0.90872519819447,-5.869900414543,0.06575792818965,-0.36455072264089,6.15558557076124,1.85913816060944,2.42230862736745,-1.03764249595128,1,15
0.36381592774181,-2.09181899258771,1.41479061582685,-0.436795468174251,6.48937115228474,-0.296577822028246,1.65007772555095,-2.77669484970184,1,16
-0.384342517862726,-0.245663744228308,-0.628632695989569,-0.37188069413214,5.67281683575113,2.15773413828993,1.38896089391815,-0.255848891183618,1,17
0.0176120764145816,-4.49847489873821,0.418570260368619,0.398012196568288,4.56602577357245,2.35109246913631,1.93169627868218,-0.777208101953265,1,18
-0.0460361437398803,-4.47668161327648,-0.484942136664413,-0.985886762445975,6.68589606837167,0.626619920973675,1.76705824929909,-2.50005021655097,1,19
-0.699214068727231,-3.67076242380157,1.90117087827976,-1.00626698130673,4.93428145577722,0.380684519944971,-0.373852472036657,-2.57580420903472,1,20
-0.549833364574465,-3.52291446654529,1.63844590477174,-0.395255149189333,4.57859877877798,0.669268000466482,1.86125584666161,-1.09402221171779,1,21
0.414311688197332,-3.73561723469337,1.38107112303081,-0.978855031465445,4.68915119844451,0.994273903946505,-0.119779180712334,-2.79006723075812,1,22
-0.459212254542334,-6.04129970167536,0.68775074381183,-2.37651839559381,4.04165074714843,2.23103775978841,0.0795860253393619,-0.993652985437176,1,23
-1.51723734800885,-2.62659921695521,0.916162844871216,-0.395728827865804,4.66476837364161,0.481303770866078,2.76056037674426,-1.20782652700932,1,24
0.792322055120287,-3.6148140409046,-0.622695148767034,-1.21063488233195,6.83796395016985,1.89119377753027,-0.0570919128070311,-2.96376026668196,1,25
1.08767721134754,-1.8124502299128,0.836070708170755,0.536588027032076,6.71144363003101,0.6351469184868,3.30570378820242,-2.7501194465643,1,26
-0.938766462249379,-5.38662791488319,-0.397337841995679,-0.901915941582509,5.12851037276078,1.22734403918087,0.520706768979499,-2.60578076864733,1,27
-0.320936812390911,-3.56848239889639,2.93090829868278,-0.654565532476005,3.38781025848174,1.22846425324929,1.85357592294548,-2.59580515054899,1,28
-1.62939677330161,-3.15538758865629,1.24053751521522,-0.171057260756754,4.023762862279,0.544257980803607,2.66731813330407,-0.084052458609716,1,29
-0.555520619740985,-5.80529546688213,0.613794307639864,-1.10871040384038,5.13070200470606,1.22983325646483,-0.335873600496702,-2.0822929491844,1,30
-1.4228320000922,-1.34805383353192,3.60594438462971,-0.711019451484709,3.64873067531797,-1.31149268520071,0.909843557640096,-2.08777594988234,1,31
-1.17490081990995,-2.99151618821096,-0.151485143252104,-1.17650741498557,5.15577695215347,1.85455550795921,-0.632521127293018,-0.303740060204802,1,32
-0.346074809604164,-1.29847401493051,1.12924050712917,-1.46782679465922,4.40007575120884,1.3347810718012,2.12353601584734,-1.80141343403019,1,33
-1.39370176627569,-1.88440339556481,-0.288769226667107,-0.568066891483966,3.63110062611169,3.14535873890113,1.48232368410554,-1.2260151089971,1,34
-0.496319719005282,0.636423693764149,0.923420253444283,0.545620137564917,3.94497506518476,2.03127566592487,2.28907119588376,-0.87855556723672,1,35
-0.977708694872534,-3.64346273607467,2.00545945349825,0.704436100648896,4.31575937193927,0.0288716239575459,2.21993595940595,-1.30403042397292,1,36
